geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,area_m2,period_ret,intens_num,int2
"19.357056468,-99.0007782874",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,92110.3375413,5 años,41 a 54,1
"19.3232632691,-99.0856451589",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,763834.906286,5 años,54 a 60,2
"19.3602134787,-99.2543483877",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,233170.245304,5 años,60 a 64,3
"19.3791682979,-99.0324281379",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,270963.060573,5 años,41 a 54,1
"19.2979322762,-99.2403062939",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,887766.168155,5 años,60 a 64,3
"19.3022474445,-99.2352482226",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,439045.591027,5 años,60 a 64,3
"19.4807639025,-99.1442661246",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,221978.500632,5 años,54 a 60,2
"19.3155765806,-99.1216861205",Hidrometeorológicos,Precipitación,Bajo,Coyoacán,138910.637632,5 años,54 a 60,2
"19.368624195,-99.0302401041",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,153979.278808,5 años,41 a 54,1
"19.4217500459,-99.1110960305",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,71085.1995936,5 años,54 a 60,2
"19.429514208,-99.0614361583",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,19149.821986,5 años,41 a 54,1
"19.4598820116,-99.1676468112",Hidrometeorológicos,Precipitación,Medio,Azcapotzalco,267389.859822,5 años,60 a 64,3
"19.4015846133,-99.1894568213",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,507609.651912,5 años,64 a 70,4
"19.4355048589,-99.1742159282",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,309389.354865,5 años,64 a 70,4
"19.4951812474,-99.2010344376",Hidrometeorológicos,Precipitación,Alto,Azcapotzalco,113383.848332,5 años,64 a 70,4
"19.4441765224,-99.1192934095",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,194501.361282,5 años,54 a 60,2
"19.4233504091,-99.1131214957",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,78534.7676202,5 años,54 a 60,2
"19.4389737475,-99.1450018881",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,127032.244651,5 años,54 a 60,2
"19.4471251806,-99.1098930728",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,89973.9375938,5 años,54 a 60,2
"19.4115630891,-99.2273376",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,486163.467329,5 años,64 a 70,4
"19.4489520796,-99.1977900113",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,140205.028073,5 años,64 a 70,4
"19.4448433091,-99.1329370181",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,272880.356057,5 años,54 a 60,2
"19.3677274789,-99.1530261368",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,312467.764713,5 años,54 a 60,2
"19.4594131988,-99.1445807304",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,296987.239206,5 años,54 a 60,2
"19.4553411877,-99.110969299",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,228236.375974,5 años,54 a 60,2
"19.4158694987,-99.0684849766",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,379365.847282,5 años,54 a 60,2
"19.4634982886,-99.0891434866",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,215870.323671,5 años,41 a 54,1
"19.4277304059,-99.1349567638",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,165954.112579,5 años,54 a 60,2
"19.4713632997,-99.0835371626",Hidrometeorológicos,Precipitación,Muy Bajo,Gustavo A. Madero,175357.639316,5 años,41 a 54,1
"19.3779204637,-99.1239951482",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,138072.605712,5 años,54 a 60,2
"19.3840715196,-99.1323845319",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,165907.575411,5 años,54 a 60,2
"19.4090401768,-99.1375996671",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,116547.55693,5 años,54 a 60,2
"19.403973116,-99.1701945489",Hidrometeorológicos,Precipitación,Alto,Cuauhtémoc,105352.098405,5 años,64 a 70,4
"19.4457422783,-99.2146788659",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,116071.03632,5 años,64 a 70,4
"19.4206506145,-99.1317331818",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,287067.212425,5 años,54 a 60,2
"19.4410140327,-99.1481711466",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,332790.442279,5 años,54 a 60,2
"19.4353442187,-99.1462921298",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,220298.787793,5 años,54 a 60,2
"19.4333416564,-99.1865751486",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,220847.421395,5 años,64 a 70,4
"19.4160133133,-99.0817250618",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,398903.768929,5 años,54 a 60,2
"19.4270722066,-99.2111495772",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,80219.4191823,5 años,64 a 70,4
"19.4093712452,-99.1923174104",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,151612.996701,5 años,64 a 70,4
"19.2871101979,-99.2979754461",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,26099559.7999,5 años,64 a 70,4
"19.2368814123,-99.0868872087",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,459831.015742,5 años,54 a 60,2
"19.3832538664,-99.1545055516",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,270983.809075,5 años,54 a 60,2
"19.2423832695,-99.0200706315",Hidrometeorológicos,Precipitación,Muy Bajo,Xochimilco,309065.197076,5 años,41 a 54,1
"19.304210835,-99.2298105415",Hidrometeorológicos,Precipitación,Medio,Tlalpan,223769.953534,5 años,60 a 64,3
"19.286952728,-99.1108470734",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,861882.614766,5 años,54 a 60,2
"19.2451177901,-99.0646585465",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,2168685.34872,5 años,54 a 60,2
"19.2324747427,-99.1469791629",Hidrometeorológicos,Precipitación,Medio,Xochimilco,334186.878807,5 años,60 a 64,3
"19.2692780609,-99.1136596976",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,265392.406126,5 años,54 a 60,2
"19.2854851437,-99.1178156567",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,274741.611952,5 años,54 a 60,2
"19.2261935974,-99.0961025657",Hidrometeorológicos,Precipitación,Medio,Xochimilco,9832.67795981,5 años,60 a 64,3
"19.3894597668,-99.1757474139",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,272416.759062,5 años,60 a 64,3
"19.391098048,-99.1550370736",Hidrometeorológicos,Precipitación,Medio,Benito Juárez,398653.607375,5 años,60 a 64,3
"19.2047416421,-99.1282593636",Hidrometeorológicos,Precipitación,Medio,Xochimilco,831407.682471,5 años,60 a 64,3
"19.3915095885,-99.2078496208",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,109992.706236,5 años,64 a 70,4
"19.3106758397,-99.2293968328",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,285429.699225,5 años,60 a 64,3
"19.365811707,-99.2269974894",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,275652.810208,5 años,60 a 64,3
"19.2830467343,-99.1080426793",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,252634.693387,5 años,54 a 60,2
"19.2623423325,-99.1385630451",Hidrometeorológicos,Precipitación,Medio,Xochimilco,857135.636429,5 años,60 a 64,3
"19.3897384881,-99.2050352572",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,34302.1398328,5 años,64 a 70,4
"19.3841443475,-99.216258345",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,66419.2222595,5 años,64 a 70,4
"19.2951641459,-99.2256355707",Hidrometeorológicos,Precipitación,Medio,Tlalpan,251146.860159,5 años,60 a 64,3
"19.2474330649,-98.9963083949",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,198506.957543,5 años,41 a 54,1
"19.2654037806,-99.0096672953",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,702564.897088,5 años,41 a 54,1
"19.2212396462,-98.979541979",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,14372.45579,5 años,41 a 54,1
"19.2864103206,-99.1866063106",Hidrometeorológicos,Precipitación,Medio,Tlalpan,185289.458411,5 años,60 a 64,3
"19.3824383468,-99.2240115662",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,74748.9082906,5 años,64 a 70,4
"19.3531276974,-99.2529303129",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,602897.139695,5 años,60 a 64,3
"19.2923578675,-99.0193131533",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,510497.916376,5 años,41 a 54,1
"19.2867110593,-99.1265265111",Hidrometeorológicos,Precipitación,Medio,Tlalpan,118987.35564,5 años,60 a 64,3
"19.3586707712,-99.0701804457",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,273396.42424,5 años,54 a 60,2
"19.2348668559,-99.1631449693",Hidrometeorológicos,Precipitación,Medio,Tlalpan,458892.326108,5 años,60 a 64,3
"19.3672121685,-99.2107872924",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,65407.9910242,5 años,60 a 64,3
"19.3464139822,-99.1846190835",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,588470.536368,5 años,60 a 64,3
"19.2975611103,-99.1826558301",Hidrometeorológicos,Precipitación,Medio,Tlalpan,246784.349347,5 años,60 a 64,3
"19.290202584,-99.0532306325",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,235217.755011,5 años,41 a 54,1
"19.3460142343,-99.2023053477",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,629744.210892,5 años,60 a 64,3
"19.2801146798,-99.2372223483",Hidrometeorológicos,Precipitación,Medio,Tlalpan,267443.711169,5 años,60 a 64,3
"19.4167412642,-99.1465467323",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,305726.512172,5 años,54 a 60,2
"19.429515784,-99.1542894625",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,320495.788956,5 años,60 a 64,3
"19.4164735846,-99.1622732741",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,169236.556924,5 años,60 a 64,3
"19.4104999251,-99.1343767635",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,111518.72372,5 años,54 a 60,2
"19.3590419785,-99.1474205376",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,280533.872495,5 años,54 a 60,2
"19.4198839965,-99.1736619758",Hidrometeorológicos,Precipitación,Alto,Cuauhtémoc,163169.418919,5 años,64 a 70,4
"19.4970312843,-99.1126601506",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,273514.398236,5 años,54 a 60,2
"19.5367720619,-99.1442916349",Hidrometeorológicos,Precipitación,Medio,Gustavo A. Madero,192113.985681,5 años,60 a 64,3
"19.4734026245,-99.125759476",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,208833.335434,5 años,54 a 60,2
"19.4730892083,-99.1421035292",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,248465.238897,5 años,54 a 60,2
"19.3779204637,-99.1239951482",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,138072.605712,5 años,54 a 60,2
"19.4156327182,-99.0970191397",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,202615.478215,5 años,54 a 60,2
"19.449302772,-99.1149139737",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,108448.365076,5 años,54 a 60,2
"19.4616718919,-99.2056189812",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,654435.430591,5 años,64 a 70,4
"19.4115292337,-99.1261562644",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,152108.545553,5 años,54 a 60,2
"19.4119631171,-99.1853453199",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,223442.131691,5 años,64 a 70,4
"19.4410925816,-99.1258143097",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,225417.867466,5 años,54 a 60,2
"19.4155248816,-99.1183540045",Hidrometeorológicos,Precipitación,Bajo,Venustiano Carranza,217995.608698,5 años,54 a 60,2
"19.455941861,-99.1682285111",Hidrometeorológicos,Precipitación,Medio,Miguel Hidalgo,141909.408518,5 años,60 a 64,3
"19.4087311768,-99.1877783852",Hidrometeorológicos,Precipitación,Alto,Miguel Hidalgo,406194.18073,5 años,64 a 70,4
"19.4270063569,-99.1584330386",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,238480.375339,5 años,60 a 64,3
"19.4500099727,-99.0949494921",Hidrometeorológicos,Precipitación,Muy Bajo,Venustiano Carranza,164467.486177,5 años,41 a 54,1
"19.2871101979,-99.2979754461",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,26099559.7999,5 años,64 a 70,4
"19.31716214,-99.2688205635",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,421387.181334,5 años,60 a 64,3
"19.3572457954,-99.1823756005",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,519063.981146,5 años,60 a 64,3
"19.3050023813,-99.0389640522",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,124019.557952,5 años,41 a 54,1
"19.3875934428,-99.2094652153",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,31452.765862,5 años,64 a 70,4
"19.3846646976,-99.0982056835",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,149691.339402,5 años,54 a 60,2
"19.1876742201,-98.9953476942",Hidrometeorológicos,Precipitación,Muy Bajo,Milpa Alta,603140.916505,5 años,41 a 54,1
"19.3316733318,-98.9844873951",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,1163253.99075,5 años,41 a 54,1
"19.3795626346,-99.0847729499",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,981506.159824,5 años,54 a 60,2
"19.4012371864,-99.0805296285",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,151066.402565,5 años,54 a 60,2
"19.3407681518,-98.9826752599",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,158206.605046,5 años,41 a 54,1
"19.349414243,-98.9904597183",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,160459.33896,5 años,41 a 54,1
"19.3621973948,-99.0944014167",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,420708.472102,5 años,54 a 60,2
"19.326657979,-99.0996014872",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,631901.635906,5 años,54 a 60,2
"19.2942052623,-99.0638952545",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,196984.202504,5 años,54 a 60,2
"19.2909360429,-99.0648829416",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,112977.637019,5 años,54 a 60,2
"19.3524995733,-99.0726451565",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,342083.545912,5 años,54 a 60,2
"19.1903871622,-99.0071261355",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,1084644.78333,5 años,54 a 60,2
"19.3367902336,-99.0486962097",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,80754.8638734,5 años,41 a 54,1
"19.3956151295,-99.1065438163",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,103200.714094,5 años,54 a 60,2
"19.2906228986,-99.0731381292",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,98690.0311978,5 años,54 a 60,2
"19.3688119645,-99.0532150522",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,597067.147426,5 años,54 a 60,2
"19.333969597,-99.0446893393",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,310852.897308,5 años,41 a 54,1
"19.3407545037,-99.0274968241",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,146078.177008,5 años,41 a 54,1
"19.3900813141,-99.1152128896",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,182895.019304,5 años,54 a 60,2
"19.2884754365,-99.0669077877",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,48844.1548779,5 años,54 a 60,2
"19.304653196,-99.0657855819",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,151458.098545,5 años,54 a 60,2
"19.2215350475,-98.9979243176",Hidrometeorológicos,Precipitación,Muy Bajo,Milpa Alta,1085487.43508,5 años,41 a 54,1
"19.3253968115,-99.2482605071",Hidrometeorológicos,Precipitación,Medio,La Magdalena Contreras,259830.243563,5 años,60 a 64,3
"19.353040062,-99.0379175819",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,483672.586042,5 años,41 a 54,1
"19.3487555135,-99.0664455492",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,180374.622904,5 años,54 a 60,2
"19.3329194935,-99.0871765833",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,65444.9606005,5 años,54 a 60,2
"19.3489381487,-99.0991374652",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,190833.73531,5 años,54 a 60,2
"19.3474991084,-99.0043421422",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,127634.956256,5 años,41 a 54,1
"19.3531234269,-99.0500831675",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,374625.623067,5 años,41 a 54,1
"19.340915227,-99.0558279173",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,242609.291035,5 años,41 a 54,1
"19.5613716369,-99.1308130153",Hidrometeorológicos,Precipitación,Alto,Gustavo A. Madero,241216.55088,5 años,64 a 70,4
"19.4935520756,-99.1010195529",Hidrometeorológicos,Precipitación,Bajo,Gustavo A. Madero,173269.17579,5 años,54 a 60,2
"19.4222261818,-99.1566234336",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,391659.996641,5 años,60 a 64,3
"19.428821036,-99.150206484",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,356866.259637,5 años,60 a 64,3
"19.4095249806,-99.1574673896",Hidrometeorológicos,Precipitación,Medio,Cuauhtémoc,250221.830586,5 años,60 a 64,3
"19.4116803173,-99.1300593466",Hidrometeorológicos,Precipitación,Bajo,Cuauhtémoc,202360.644791,5 años,54 a 60,2
"19.3902216115,-99.1494473798",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,273083.182025,5 años,54 a 60,2
"19.304210835,-99.2298105415",Hidrometeorológicos,Precipitación,Medio,Tlalpan,223769.953534,5 años,60 a 64,3
"19.2987410137,-99.1260149472",Hidrometeorológicos,Precipitación,Medio,Tlalpan,76436.3766971,5 años,60 a 64,3
"19.2854851437,-99.1178156567",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,274741.611952,5 años,54 a 60,2
"19.3942994565,-99.1476930787",Hidrometeorológicos,Precipitación,Bajo,Benito Juárez,148794.755834,5 años,54 a 60,2
"19.3901375429,-99.1835619454",Hidrometeorológicos,Precipitación,Alto,Benito Juárez,232868.49505,5 años,64 a 70,4
"19.2623423325,-99.1385630451",Hidrometeorológicos,Precipitación,Medio,Xochimilco,857135.636429,5 años,60 a 64,3
"19.276434007,-99.1105992283",Hidrometeorológicos,Precipitación,Bajo,Xochimilco,899498.271458,5 años,54 a 60,2
"19.2703681255,-99.2193852727",Hidrometeorológicos,Precipitación,Medio,Tlalpan,361919.084764,5 años,60 a 64,3
"19.2333872276,-99.1055159437",Hidrometeorológicos,Precipitación,Medio,Xochimilco,1167978.68424,5 años,60 a 64,3
"19.2752554444,-98.9943823587",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,153875.666013,5 años,41 a 54,1
"19.3531276974,-99.2529303129",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,602897.139695,5 años,60 a 64,3
"19.2609460682,-99.1174357785",Hidrometeorológicos,Precipitación,Medio,Xochimilco,228171.40529,5 años,60 a 64,3
"19.2723030555,-99.0054229198",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,282088.938342,5 años,41 a 54,1
"19.3677708704,-99.2040005554",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,22479.0640936,5 años,60 a 64,3
"19.2929571378,-99.0509176156",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,207535.422765,5 años,41 a 54,1
"19.285267627,-99.1710870363",Hidrometeorológicos,Precipitación,Medio,Tlalpan,336119.667513,5 años,60 a 64,3
"19.2884981081,-99.0429799862",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,326913.41424,5 años,41 a 54,1
"19.2365382606,-99.0954473847",Hidrometeorológicos,Precipitación,Medio,Xochimilco,648324.922262,5 años,60 a 64,3
"19.3198202362,-98.9695136277",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,31210.3144199,5 años,41 a 54,1
"19.376341185,-99.2126533179",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,122758.922794,5 años,64 a 70,4
"19.3888238491,-99.197931602",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,238593.916537,5 años,64 a 70,4
"19.2673590901,-99.1612633925",Hidrometeorológicos,Precipitación,Medio,Tlalpan,338193.059069,5 años,60 a 64,3
"19.2674195302,-99.1783097135",Hidrometeorológicos,Precipitación,Medio,Tlalpan,402681.105274,5 años,60 a 64,3
"19.2835881235,-99.0544625766",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,128908.483476,5 años,41 a 54,1
"19.3378653565,-99.1963520757",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,541834.343477,5 años,60 a 64,3
"19.3084657036,-99.0372210352",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,263525.255966,5 años,41 a 54,1
"19.3274338878,-99.2544405482",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,143733.177327,5 años,60 a 64,3
"19.2803068959,-99.044693749",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,1509763.23393,5 años,41 a 54,1
"19.2993020038,-99.0537533637",Hidrometeorológicos,Precipitación,Muy Bajo,Tláhuac,222854.003768,5 años,41 a 54,1
"19.3693546825,-99.2347910223",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,195935.131483,5 años,60 a 64,3
"19.3800347904,-99.1942503334",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,62402.1984919,5 años,64 a 70,4
"19.3845642835,-99.2136285999",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,102184.906161,5 años,64 a 70,4
"19.2681319382,-99.2371301257",Hidrometeorológicos,Precipitación,Medio,Tlalpan,315861.707467,5 años,60 a 64,3
"19.3976012757,-99.1920806905",Hidrometeorológicos,Precipitación,Alto,Álvaro Obregón,209423.955179,5 años,64 a 70,4
"19.2879471015,-99.0602506623",Hidrometeorológicos,Precipitación,Bajo,Tláhuac,191438.565698,5 años,54 a 60,2
"19.3476807756,-99.2261634975",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,194258.717246,5 años,60 a 64,3
"19.1928096213,-98.9967557008",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,20997.2601187,5 años,54 a 60,2
"19.3381742819,-99.0201675836",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,163953.294022,5 años,41 a 54,1
"19.3734833309,-99.0531053615",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,11058.7541025,5 años,54 a 60,2
"19.203802284,-99.0299657785",Hidrometeorológicos,Precipitación,Bajo,Milpa Alta,177504.437985,5 años,54 a 60,2
"19.378955595,-99.0636993863",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,408160.418819,5 años,54 a 60,2
"19.343876138,-98.986133158",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,140708.976579,5 años,41 a 54,1
"19.3663228887,-99.1980554675",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,34236.574748,5 años,60 a 64,3
"19.3523624637,-99.032019888",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,556893.068241,5 años,41 a 54,1
"19.3947148671,-99.0714760829",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,209065.887361,5 años,54 a 60,2
"19.3706520002,-99.0055701962",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,78145.6122464,5 años,41 a 54,1
"19.3527839398,-98.9918613606",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,192325.004557,5 años,41 a 54,1
"19.349703662,-99.1021392784",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,173149.981902,5 años,54 a 60,2
"19.401021698,-99.1101603403",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,530003.010641,5 años,54 a 60,2
"19.326657979,-99.0996014872",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,631901.635906,5 años,54 a 60,2
"19.3459248034,-99.0590646906",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,161047.068854,5 años,54 a 60,2
"19.4079381484,-99.0602448334",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,276058.590272,5 años,54 a 60,2
"19.2876947833,-99.0715163014",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,64626.5161846,5 años,54 a 60,2
"19.3976542483,-99.0739536878",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,341022.477563,5 años,54 a 60,2
"19.390658948,-99.0383904486",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,37323.7690322,5 años,54 a 60,2
"19.3853157725,-99.0455200529",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,167274.28148,5 años,54 a 60,2
"19.3827733466,-99.0580199058",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,321585.62413,5 años,54 a 60,2
"19.3400224,-99.1120236498",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,651495.934544,5 años,54 a 60,2
"19.3608040078,-99.2163853369",Hidrometeorológicos,Precipitación,Medio,Álvaro Obregón,598161.015754,5 años,60 a 64,3
"19.3739629919,-99.0288813783",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,202339.93361,5 años,41 a 54,1
"19.374583687,-99.1327498215",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,379580.673196,5 años,54 a 60,2
"19.3545306547,-99.0950349556",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,279580.887017,5 años,54 a 60,2
"19.3044809102,-99.0750434171",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,315398.576618,5 años,54 a 60,2
"19.3019927819,-99.0779530059",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,194314.574071,5 años,54 a 60,2
"19.2891289873,-99.0709199054",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,49338.8409422,5 años,54 a 60,2
"19.388301053,-99.0648133245",Hidrometeorológicos,Precipitación,Bajo,Iztacalco,198781.706678,5 años,54 a 60,2
"19.3474991084,-99.0043421422",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,127634.956256,5 años,41 a 54,1
"19.3900536226,-99.0822399661",Hidrometeorológicos,Precipitación,Bajo,Iztapalapa,157728.921859,5 años,54 a 60,2
"19.3239478831,-99.0470541673",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,86952.4550436,5 años,41 a 54,1
"19.3349320125,-99.0576204936",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,136670.316017,5 años,41 a 54,1
"19.3266569276,-99.0529112794",Hidrometeorológicos,Precipitación,Muy Bajo,Iztapalapa,23373.5948851,5 años,41 a 54,1
